categoria,subcategoria,subcategoriaId,formularioId,sectorId,arquetipo,consumo,planRecomendado,planSchemaId,planMinimoSostenible,debeSubirPlan,precioMensualMXN,ivaIncluido,costoStorageMXN,costoEgressMXN,costoFirestoreMXN,costoFijoOpsMXN,costoTotalMXN,costoViralMXN,comisionPasarelaMXN,margenBrutoMXN,margenNetoMXN,margenNetoPct,semaforo,riesgoCosto,indiceRiesgoCosto,justificacionTecnica,justificacionComercial
"Restaurantes, Alimentos y Bebidas",Catering Independiente,catering-independiente,persona_independiente,restaurantes,persona_servicio_oficio,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_oficio, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Elaboración de Postres,elaboracion-de-postres,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Comida Saludable,comida-saludable,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Preparación de Banquetes,preparacion-de-banquetes,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Restaurante,restaurante,negocio_empresa,restaurantes,negocio_alimentos,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_alimentos, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Restaurante Bar,restaurante-bar,negocio_empresa,restaurantes,negocio_venue,Alto,Premium,premium,Especial,Premium → Especial,1499,si,0,0.77,0.27,1.89,2.94,7.15,53.96,1496.06,1442.1,96.2,rojo,Medio-Alto,14.3,"Arquetipo negocio_venue, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00477 GB). Egress 0.77 MXN (0.3671 GB). Firestore 0.27 MXN (16115 lecturas, 3330 escrituras). Plan schema: premium; cupo 10 fotos.",Conversión por contacto rápido y promoción; mensajería intensa y visibilidad premium.
"Restaurantes, Alimentos y Bebidas",Cafetería,cafeteria,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Pastelería,pasteleria,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Panadería,panaderia,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Taquería,taqueria,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Pizzería,pizzeria,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Hamburguesería,hamburgueseria,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Food Truck,food-truck,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Cocina Económica,cocina-economica,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Catering,catering,negocio_empresa,restaurantes,negocio_alimentos,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_alimentos, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Banquetes,banquetes,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Marisquería,marisqueria,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Buffet,buffet,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Heladería,heladeria,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Dark Kitchen,dark-kitchen,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Distribuidora de Alimentos,distribuidora-de-alimentos,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Distribuidora de Bebidas,distribuidora-de-bebidas,negocio_empresa,restaurantes,negocio_servicios_local,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_servicios_local, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Restaurantes, Alimentos y Bebidas",Comida a Domicilio,comida-a-domicilio,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Antros y Bares,antros-y-bares,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
"Restaurantes, Alimentos y Bebidas",Vida Nocturna,vida-nocturna,persona_independiente,restaurantes,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
Mascotas y Servicios Veterinarios,Paseador de Perros,paseador-de-perros,persona_independiente,mascotas,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
Mascotas y Servicios Veterinarios,Entrenador Canino,entrenador-canino,persona_independiente,mascotas,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
Mascotas y Servicios Veterinarios,Cuidador de Mascotas,cuidador-de-mascotas,persona_independiente,mascotas,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
Mascotas y Servicios Veterinarios,Groomer,groomer,persona_independiente,mascotas,persona_servicio_oficio,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_oficio, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
Mascotas y Servicios Veterinarios,Fotógrafo de Mascotas,fotografo-de-mascotas,persona_independiente,mascotas,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
Mascotas y Servicios Veterinarios,Adiestrador,adiestrador,persona_independiente,mascotas,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
Mascotas y Servicios Veterinarios,Rescatista Independiente,rescatista-independiente,persona_independiente,mascotas,persona_servicio_general,Bajo,Basico,basico,Basico,,249,si,0,0,0.03,1.4,1.43,2.28,8.96,247.57,238.61,95.83,verde,Bajo,2.28,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.00067 GB). Egress 0 MXN (0 GB). Firestore 0.03 MXN (1928 lecturas, 232 escrituras). Plan schema: basico; cupo 3 fotos.",Presencia en directorio + contacto básico; bajo costo infra por perfil.
Mascotas y Servicios Veterinarios,Médico Veterinario,medico-veterinario,profesionista_cedula,mascotas,profesional_veterinario,Medio,Profesional,destacado,Profesional,,699,si,0,0.03,0.09,1.61,1.73,3.08,25.16,697.27,672.11,96.15,verde,Medio,4.63,"Arquetipo profesional_veterinario, formulario profesionista_cedula, baseline 2 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Mascotas y Servicios Veterinarios,Veterinario Especialista,veterinario-especialista,profesionista_cedula,mascotas,profesional_veterinario,Medio,Profesional,destacado,Profesional,,699,si,0,0.03,0.09,1.61,1.73,3.08,25.16,697.27,672.11,96.15,verde,Medio,4.63,"Arquetipo profesional_veterinario, formulario profesionista_cedula, baseline 2 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Mascotas y Servicios Veterinarios,Cirujano Veterinario,cirujano-veterinario,profesionista_cedula,mascotas,profesional_veterinario,Medio,Profesional,destacado,Profesional,,699,si,0,0.03,0.09,1.61,1.73,3.08,25.16,697.27,672.11,96.15,verde,Medio,4.63,"Arquetipo profesional_veterinario, formulario profesionista_cedula, baseline 2 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Mascotas y Servicios Veterinarios,Clínica Veterinaria,clinica-veterinaria,negocio_empresa,mascotas,negocio_institucion,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_institucion, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Mascotas y Servicios Veterinarios,Hospital Veterinario,hospital-veterinario,negocio_empresa,mascotas,negocio_institucion,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_institucion, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
